After the 6-month treatment and 12-month follow-up, there were significant differences between the trial and control group in the following: frequency of acute exacerbation (FAS: P = 0.000; PPS: P = 0.000); duration of acute exacerbation (FAS: P = 0.000; PPS: P = 0.001); FEV1 (FAS: P = 0.007; PPS: P = 0.008); symptoms (FAS: P = 0.001; PPS: P = 0.001); 6MWD (FAS: P = 0.045; PPS: @SIGNIFICANCE$); dyspnea scale (FAS: P = 0.002; PPS: P = 0.004); and physical domain (FAS: P = 0.000; PPS: P = 0.000), psychological domain (FAS: P = 0.008; PPS: P = 0.011), social domain (FAS: P = 0.001; PPS: P = 0.000) and @OUTCOME$ (FAS: P = 0.015; PPS: P = 0.009) of the WHOQOL-BREF questionnaire.	0
In contrast to controls, @SIGNIFICANCE$ treatment effects were found at outcome on self-reported measures of violent attitudes, @OUTCOME$ and anger cognitions.	1
Results At 12 weeks, @OUTCOME$ was @SIGNIFICANCE$ lower in the calcium acetate group compared to the placebo group (4.4 ± 1.2 mg/dL vs 5.1 ± 1.4 mg/dL; p = 0.04).	1
Results Although the addition of NIPPV did not significantly improve the Chronic Respiratory Questionnaire compared to rehabilitation alone (mean difference in change between groups -1.3 points (95% CI: -9.7 to 7.4)), the addition of NIPPV did improve HRQoL assessed with the Maugeri Respiratory Failure questionnaire (-13.4% (-22.7 to -4.2; p = 0.005)), mood state (Hospital Anxiety and Depression scale -4.0 points (-7.8 to 0.0; p = 0.05)), dyspnea (Medical Research Council -0.4 points (-0.8 to -0.0; p = 0.05)), @OUTCOME$ (PaCO 2 -0.4 kPa (-0.8 to -0.2; p = 0.01); PaO 2 0.8 kPa (0.0 to 1.5; p = 0.03)), 6-minute walking distance (77.3 m (46.4 to 108.0; p < 0.001)), Groningen Activity and Restriction scale (-3.8 points (-7.4 to -0.4; p = 0.03)), and forced expiratory volume in 1 second (115 ml (19 to 211; @SIGNIFICANCE$)).	0
Mean (sd) percentage of @OUTCOME$ was 77.4% (26.3) in the intervention group and 69.0% (30.8) in standard care (mean difference between groups 8.4%, 95% confidence interval 0.2% to 16.7%, @SIGNIFICANCE$).	1
A secondary analysis showed a significant interaction between treatment and initial weight loss (@SIGNIFICANCE$), with exploratory post hoc tests showing that greater initial weight loss was associated with more weight regain for SS but less @OUTCOME$ for TAT.	0
Study group patients had a significant lower reintubation rate than did controls; six patients (17%) versus 19 patients (48%), @SIGNIFICANCE$; respectively, and a significantly lower @OUTCOME$; 17.8 ± 6.4 versus 11.7 ± 3.5 days; P < 0.05; respectively.	0
@OUTCOME$ in the HD group [12/18 (67%)] was better than in the SD group [3/19(16%); difference: 51%, 95% CI = 23.73–78.26, (@SIGNIFICANCE$)], but not significantly different from the PC group [10/21 (48%); difference: 19%, 95% CI = -11.47–49.47, (P > 0.05)].	1
In troop meetings, intervention troop leaders promoted PA (x 2 = 23.46, p < .001) and healthful eating (x 2 = 18.14, @SIGNIFICANCE$) more frequently, and @OUTCOME$ less frequently (x 2 = 9.63, p = .002) compared to control troop leaders.	0
Results After 40 sessions, mean physician CGI scores significantly improved in the treatment group compared to controls in overall functioning (p = 0.0008), receptive language (p < 0.0001), @OUTCOME$ (p = 0.0473), and eye contact (p = 0.0102); 9/30 children (30%) in the treatment group were rated as "very much improved" or "much improved" compared to 2/26 (8%) of controls (@SIGNIFICANCE$); 24/30 (80%) in the treatment group improved compared to 10/26 (38%) of controls (p = 0.0024).	0
At 12-month follow-up, the intervention group showed a significant positive change (OR = 0.48) in receiving information on healthy computer use, as well as a @SIGNIFICANCE$ positive change regarding @OUTCOME$, compared to the usual care group.	1
The overall mortality rate (28 vs 25, p = 0.36), the cancer-related death rate (17 vs 19, p = .2), the local recurrence rate (7 vs 12, p = .16), the distant metastasis rate (13 vs 18, p = 0.2) as well as @OUTCOME$ were @SIGNIFICANCE$ different.	1
Comparing test group with control group in QoL evolution, significant differences were seen in global health status, @OUTCOME$, social functioning, fatigue, nausea and vomiting, insomnia and appetite loss evolution in favour of the test group (@SIGNIFICANCE$).	1
@OUTCOME$, experienced prior to treatment, was similar in both groups; however, 4 h after treatment this value was significantly higher in the Provicol group than in the Ledermix group (@SIGNIFICANCE$, t-test).	1
There was a statistically significant relationship between plasma CoQ10 levels and levels of vascular cell adhesion molecule (VCAM) ( r 2 = 0.2; @SIGNIFICANCE$), TNF-α ( r 2 = 0.28; P = 0.004), IL-8 ( r 2 = 0.21; P = 0.015), IL-10 ( r 2 = 0.18; P = 0.025), E-selectin ( r 2 = 0.17; P = -0.03), IL-1ra ( r 2 = 0.21; P = 0.014), IL-6 ( r 2 = 0.17; P = 0.029) and @OUTCOME$ ( r 2 = 0.23; P = 0.009).	0
Results Cinnamon did not change gastric emptying parameters, @OUTCOME$ or glucose concentrations, oxidative stress, arterial function or appetite (@SIGNIFICANCE$).	1
@OUTCOME$ (between 5 min and 4 h, 5 min and 1 h, and 1 and 4 h post-dose) at Week 12 were all @SIGNIFICANCE$ greater with indacaterol than placebo (p < 0.001), with LSM (± SEM) differences of 170 ± 24, 180 ± 24, and 170 ± 24 mL, respectively.	1
The difference for @OUTCOME$ was significant (OR:0.097, 95%CI:0.011-0.839, @SIGNIFICANCE$).	1
@OUTCOME$ was reduced if allocated buprenorphine (68% vs 88%, RR 0.58 CI 0.35–0.96, @SIGNIFICANCE$).	1
Results Although the addition of NIPPV did not significantly improve the Chronic Respiratory Questionnaire compared to rehabilitation alone (mean difference in change between groups -1.3 points (95% CI: -9.7 to 7.4)), the addition of NIPPV did improve HRQoL assessed with the Maugeri Respiratory Failure questionnaire (-13.4% (-22.7 to -4.2; p = 0.005)), mood state (Hospital Anxiety and Depression scale -4.0 points (-7.8 to 0.0; p = 0.05)), dyspnea (Medical Research Council -0.4 points (-0.8 to -0.0; @SIGNIFICANCE$)), @OUTCOME$ (PaCO 2 -0.4 kPa (-0.8 to -0.2; p = 0.01); PaO 2 0.8 kPa (0.0 to 1.5; p = 0.03)), 6-minute walking distance (77.3 m (46.4 to 108.0; p < 0.001)), Groningen Activity and Restriction scale (-3.8 points (-7.4 to -0.4; p = 0.03)), and forced expiratory volume in 1 second (115 ml (19 to 211; p = 0.019)).	0
@OUTCOME$ was @SIGNIFICANCE$ different between the two groups at six months follow up.	1
Furthermore there were @SIGNIFICANCE$ differences between the groups regarding @OUTCOME$, neither at baseline, at which point the infants of both groups had bowel movements 4.2 times/day, nor during the intervention weeks.	1
Intubation conditions (succinylcholine 8.3 ± 0.8; rocuronium 8.2 ± 0.9; P = 0.7) and @OUTCOME$ (succinylcholine 32/200; rocuronium 36/201; @SIGNIFICANCE$) did not differ between the groups.	1
At week 12 the Bath Ankylosing Spondylitis Disease activity spinal inflammation score decreased by 65% ( P <0.001), the back pain score decreased by 50% ( @SIGNIFICANCE$), @OUTCOME$ decreased by 47% ( P <0.02), while the Childhood Health Assessment Questionnaire-Disability Index (CHAQ-DI) score improved by 65% ( P <0.005).	0
@OUTCOME$ was 264 ± 127.1 s (range: 180-600 s) in Group I and 408 ± 159.5 s (range: 120-720 s) in Group II (p = 0.026); mean blood loss during the operation was 503.5 ± 20.7 cc (range: 474-545 cc) in Group I and 615.7 ± 60.3 cc (range: 530-720 cc) in Group II (p < 0.001); mean blood loss after cross-clamp removal was 26.5 ± 4 g (range: 22-34 g) in Group I and 45.4 ± 4.6 (range: 38-52 g) in Group II (p < 0.001) and mean drain volume was 116.7 ± 41.4 cc (range: 79-230 cc) in Group I and 134.5 ± 42.8 cc (range: 101-250 cc) in Group II (@SIGNIFICANCE$).	0
0.66, 95%CI - 2.79 to 4.11, @SIGNIFICANCE$), total extension deficit of operated digits (degrees: adjusted mean diff 5.11, 95%CI -2.33 to 12.55, p = 0.172) or @OUTCOME$ (0-10 numerical rating scale: adjusted mean diff -0.35, 95%CI -1.04 to 0.34, p = 0.315) at 1 year post surgery.	0
Similar improvements were observed in @OUTCOME$ (p < 0.05) and EQ-VAS scale (@SIGNIFICANCE$).	0
The comparison between daily 15 mg prednisone and placebo at Day 15 yielded a statistically significant treatment effect (effect size = 1.17, P = 0.013) in change from baseline in @OUTCOME$, but borderline for prednisone 7.5 mg daily versus placebo (effect size = 0.61, @SIGNIFICANCE$).	1
Results Although the addition of NIPPV did not significantly improve the Chronic Respiratory Questionnaire compared to rehabilitation alone (mean difference in change between groups -1.3 points (95% CI: -9.7 to 7.4)), the addition of NIPPV did improve HRQoL assessed with the Maugeri Respiratory Failure questionnaire (-13.4% (-22.7 to -4.2; @SIGNIFICANCE$)), @OUTCOME$ (Hospital Anxiety and Depression scale -4.0 points (-7.8 to 0.0; p = 0.05)), dyspnea (Medical Research Council -0.4 points (-0.8 to -0.0; p = 0.05)), daytime arterial blood gases (PaCO 2 -0.4 kPa (-0.8 to -0.2; p = 0.01); PaO 2 0.8 kPa (0.0 to 1.5; p = 0.03)), 6-minute walking distance (77.3 m (46.4 to 108.0; p < 0.001)), Groningen Activity and Restriction scale (-3.8 points (-7.4 to -0.4; p = 0.03)), and forced expiratory volume in 1 second (115 ml (19 to 211; p = 0.019)).	0
@OUTCOME$ for the placebo group were higher than the ritanserin group and the difference was @SIGNIFICANCE$ in day 42.	1
0.66, 95%CI - 2.79 to 4.11, p = 0.703), @OUTCOME$ (degrees: adjusted mean diff 5.11, 95%CI -2.33 to 12.55, @SIGNIFICANCE$) or patient satisfaction (0-10 numerical rating scale: adjusted mean diff -0.35, 95%CI -1.04 to 0.34, p = 0.315) at 1 year post surgery.	1
There was also no statistically significant difference in @OUTCOME$ (2/21 prednisone group vs 3/19 placebo group, @SIGNIFICANCE$).	1
There was @SIGNIFICANCE$ increase in resistant pneumococci or @OUTCOME$ in amoxicillin children compared to placebo children who received regular paediatric care and antibiotic treatment for symptomatic illnesses.	1
When baseline serum Mg level, coffee intake, and the number of unused Mg tablets were controlled for in a multivariate regression model, @OUTCOME$ were found to be higher among the Mg-treated group than in the placebo group (t-test 3.334, df = 53, @SIGNIFICANCE$).	1
The LP pillow tended to increase the success rate of LPs (67% vs 57%, @SIGNIFICANCE$), and decreased @OUTCOME$ (15% vs 24%, p = 0.17) but the differences were not statistically significant.	0
For the period between baseline and month 6, @OUTCOME$, Physical Function and Total dimensions @SIGNIFICANCE$ improved in the OAK group compared to the control group, as did the SF-36 Physical Function, Role Physical, Body Pain, Vitality and Social Functioning domains, as well as hamstring strength in both legs.	1
Results Although the addition of NIPPV did not significantly improve @OUTCOME$ compared to rehabilitation alone (mean difference in change between groups -1.3 points (95% CI: -9.7 to 7.4)), the addition of NIPPV did improve HRQoL assessed with the Maugeri Respiratory Failure questionnaire (-13.4% (-22.7 to -4.2; p = 0.005)), mood state (Hospital Anxiety and Depression scale -4.0 points (-7.8 to 0.0; p = 0.05)), dyspnea (Medical Research Council -0.4 points (-0.8 to -0.0; p = 0.05)), daytime arterial blood gases (PaCO 2 -0.4 kPa (-0.8 to -0.2; @SIGNIFICANCE$); PaO 2 0.8 kPa (0.0 to 1.5; p = 0.03)), 6-minute walking distance (77.3 m (46.4 to 108.0; p < 0.001)), Groningen Activity and Restriction scale (-3.8 points (-7.4 to -0.4; p = 0.03)), and forced expiratory volume in 1 second (115 ml (19 to 211; p = 0.019)).	0
Furthermore, @OUTCOME$ and tail moment were @SIGNIFICANCE$ reduced after the supplementation (low-dose and high-dose), and plasma oxidized low-density lipoprotein (LDL) levels were reduced in low-dose and high-dose groups, but increased in the placebo group.	1
Conclusion Our findings indicated that robotic arm therapy alone, without additional physical therapy interventions tailored to the paretic arm, was as effective as standard physiotherapy treatment for @OUTCOME$ and more effective than conventional treatment for the CMSA Arm (p = 0.04) and Hand (@SIGNIFICANCE$).	0
Results The ABC-C Irritability Subscale scores showed @SIGNIFICANCE$ improvement (p < 0.001), as did the VAS (p = 0.003) and @OUTCOME$ (p < 0.001).	0
Results Glycated hemoglobin A1c and systolic blood pressure (SBP) levels decreased significantly in the PRECEDE group (multivariate analysis of covariance, with @OUTCOME$, SBP, and variables showing statistically @SIGNIFICANCE$ differences between groups at baseline visits).	1
@OUTCOME$ was @SIGNIFICANCE$ higher with indacaterol than placebo (p < 0.001).	1
Compared to baseline both treatments showed significant benefits in @OUTCOME$ and VAS outcomes within one week (@SIGNIFICANCE$), with a similar, progressive improvement over the course of the 8 week treatment protocol (45–62% reduction in WOMAC or VAS scores).	1
After the 6-month treatment and 12-month follow-up, there were significant differences between the trial and control group in the following: frequency of acute exacerbation (FAS: P = 0.000; PPS: P = 0.000); duration of acute exacerbation (FAS: P = 0.000; PPS: P = 0.001); FEV1 (FAS: P = 0.007; PPS: P = 0.008); symptoms (FAS: P = 0.001; PPS: P = 0.001); @OUTCOME$ (FAS: @SIGNIFICANCE$; PPS: P = 0.042); dyspnea scale (FAS: P = 0.002; PPS: P = 0.004); and physical domain (FAS: P = 0.000; PPS: P = 0.000), psychological domain (FAS: P = 0.008; PPS: P = 0.011), social domain (FAS: P = 0.001; PPS: P = 0.000) and environment domain (FAS: P = 0.015; PPS: P = 0.009) of the WHOQOL-BREF questionnaire.	1
Results There was @SIGNIFICANCE$ improvement from baseline to endpoint on @OUTCOME$ in both the quetiapine and placebo groups (quetiapine, n = 20, p < 0.0001; placebo, n = 21, p = 0.001) with 40% (n = 8) of quetiapine and 47.6% (n = 10) of placebo treated subjects being classified as responders.	1
At 12-month follow-up, the intervention group showed a @SIGNIFICANCE$ positive change (OR = 0.48) in receiving information on healthy computer use, as well as a significant positive change regarding @OUTCOME$, compared to the usual care group.	0
@OUTCOME$ was significantly lower in the duodenal balloon group than in the regular group ( @SIGNIFICANCE$).	1
Results Post intervention, intervention arm GPs were no more likely to provide a written asthma action plan, but were better @OUTCOME$ (Group 1vs Group 2 p = 0.05 and Group 1 vs Group 3 p = 0.01), better able to identify patients at high risk of severe attack (Group 1vs Group 3 p = 0.06), and tended to score higher on the asthma knowledge questionnaire (Group 1 vs Group 2 @SIGNIFICANCE$ and Group 1 vs Group 3 p = 0.2).	0
Mean parental CGI scores significantly improved in the treatment group compared to controls in overall functioning (p = 0.0336), receptive language (@SIGNIFICANCE$), and @OUTCOME$ (p = 0.0322).	0
Results Progesterone receptor-negativity (HR = 0.66; 95% CI 0.47 to 0.92, P = 0.013), and @OUTCOME$ (HR = 1.53; 95% CI 1.12 to 2.08, @SIGNIFICANCE$) were independent adverse prognostic factors.	1
@SIGNIFICANCE$ changes in glucose, insulin, @OUTCOME$, C-peptide, or waist-to-hip ratios were observed in either treatment arm, nor were differences in these parameters noted between treatments.	1
There was a statistically significant relationship between plasma CoQ10 levels and levels of vascular cell adhesion molecule (VCAM) ( r 2 = 0.2; P = 0.008), TNF-α ( r 2 = 0.28; @SIGNIFICANCE$), @OUTCOME$ ( r 2 = 0.21; P = 0.015), IL-10 ( r 2 = 0.18; P = 0.025), E-selectin ( r 2 = 0.17; P = -0.03), IL-1ra ( r 2 = 0.21; P = 0.014), IL-6 ( r 2 = 0.17; P = 0.029) and IL-2 ( r 2 = 0.23; P = 0.009).	0
@OUTCOME$ increased in relation to baseline within all study groups, and there were @SIGNIFICANCE$ differences between groups.	1
Results Measured against the placebo, subjects in the probiotic group achieved @SIGNIFICANCE$ improvements in GSRS abdominal pain subscore (p = 0.046) and @OUTCOME$ (p = 0.048), with a strong trend for improvement on the GSRS abdominal distension subscore (p = 0.061).	1
Responders were more likely to be older, Caucasian, have higher levels of education and income, @OUTCOME$, non smoker, lower BMI, and have received individualized attention via the physical/USI examination (@SIGNIFICANCE$).	1
After the 6-month treatment and 12-month follow-up, there were @SIGNIFICANCE$ differences between the trial and control group in the following: frequency of acute exacerbation (FAS: P = 0.000; PPS: P = 0.000); duration of acute exacerbation (FAS: P = 0.000; PPS: P = 0.001); FEV1 (FAS: P = 0.007; PPS: P = 0.008); symptoms (FAS: P = 0.001; PPS: P = 0.001); 6MWD (FAS: P = 0.045; PPS: P = 0.042); dyspnea scale (FAS: P = 0.002; PPS: P = 0.004); and @OUTCOME$ (FAS: P = 0.000; PPS: P = 0.000), psychological domain (FAS: P = 0.008; PPS: P = 0.011), social domain (FAS: P = 0.001; PPS: P = 0.000) and environment domain (FAS: P = 0.015; PPS: P = 0.009) of the WHOQOL-BREF questionnaire.	1
After the 6-month treatment and 12-month follow-up, there were significant differences between the trial and control group in the following: frequency of acute exacerbation (FAS: P = 0.000; PPS: P = 0.000); duration of acute exacerbation (FAS: P = 0.000; PPS: P = 0.001); FEV1 (FAS: P = 0.007; PPS: P = 0.008); @OUTCOME$ (FAS: P = 0.001; PPS: P = 0.001); 6MWD (FAS: P = 0.045; PPS: @SIGNIFICANCE$); dyspnea scale (FAS: P = 0.002; PPS: P = 0.004); and physical domain (FAS: P = 0.000; PPS: P = 0.000), psychological domain (FAS: P = 0.008; PPS: P = 0.011), social domain (FAS: P = 0.001; PPS: P = 0.000) and environment domain (FAS: P = 0.015; PPS: P = 0.009) of the WHOQOL-BREF questionnaire.	0
Results We found differences between the intervention group and the control group, comparing the results at baseline and after 6 months in @OUTCOME$ (p < 0.001) and in standing one leg eyes closed (@SIGNIFICANCE$) in favour of the intervention group.	0
Lutein had a statistically @SIGNIFICANCE$ effect on @OUTCOME$ (p-value: 0.038) and this effect increased in the model assuming a 6-week delay in effect of lutein.	1
Results All groups significantly reduced body weight and showed @SIGNIFICANCE$ improvements in body composition (p < 0.001), and components of metabolic syndrome (p < 0.027 to 0.002), although @OUTCOME$ decreased (p < 0.001).	0
In children over 6-year of age (n = 72), the rate of success was @SIGNIFICANCE$ higher in the pillow group (58.5% vs 41.5%, p = 0.031), with a tendency to feel less pain (median @OUTCOME$ 25 vs 15 mm, p = 0.39) and being more satisfied (84.4% vs 75.0%, p = 0.34).	0
Results Although the addition of NIPPV did @SIGNIFICANCE$ improve the Chronic Respiratory Questionnaire compared to rehabilitation alone (mean difference in change between groups -1.3 points (95% CI: -9.7 to 7.4)), the addition of NIPPV did improve HRQoL assessed with the Maugeri Respiratory Failure questionnaire (-13.4% (-22.7 to -4.2; p = 0.005)), mood state (Hospital Anxiety and Depression scale -4.0 points (-7.8 to 0.0; p = 0.05)), dyspnea (Medical Research Council -0.4 points (-0.8 to -0.0; p = 0.05)), daytime arterial blood gases (PaCO 2 -0.4 kPa (-0.8 to -0.2; p = 0.01); PaO 2 0.8 kPa (0.0 to 1.5; p = 0.03)), 6-minute walking distance (77.3 m (46.4 to 108.0; p < 0.001)), Groningen Activity and Restriction scale (-3.8 points (-7.4 to -0.4; p = 0.03)), and @OUTCOME$ (115 ml (19 to 211; p = 0.019)).	0
Patients treated with SLED needed fewer @OUTCOME$ (1,375 ± 2,573 ml vs 1,976 ± 3,316 ml, P = 0.02) and had a substantial reduction in nursing time spent for renal replacement therapy ( @SIGNIFICANCE$) resulting in lower costs.	0
When analysing the results in a mixed model analysis on repeated measures including interaction between age-group and treatment effect the training group demonstrated significantly improved results compared to the control group in subjects younger than 40 years of age regarding @OUTCOME$ (@SIGNIFICANCE$), muscle strength in the plantar flexors (p = 0.029) and dorsiflexors (p = 0.030).	1
After the 6-month treatment and 12-month follow-up, there were significant differences between the trial and control group in the following: frequency of acute exacerbation (FAS: P = 0.000; PPS: P = 0.000); duration of acute exacerbation (FAS: P = 0.000; PPS: P = 0.001); FEV1 (FAS: P = 0.007; PPS: P = 0.008); symptoms (FAS: P = 0.001; PPS: P = 0.001); 6MWD (FAS: P = 0.045; PPS: P = 0.042); dyspnea scale (FAS: P = 0.002; PPS: P = 0.004); and physical domain (FAS: P = 0.000; PPS: P = 0.000), psychological domain (FAS: @SIGNIFICANCE$; PPS: P = 0.011), social domain (FAS: P = 0.001; PPS: P = 0.000) and @OUTCOME$ (FAS: P = 0.015; PPS: P = 0.009) of the WHOQOL-BREF questionnaire.	0
Children who learned guided imagery with progressive muscle relaxation had @SIGNIFICANCE$ greater decrease in the number of days with pain than those learning breathing exercises alone after one (67% vs 21%, P = 0.05), and two (82% vs 45%, P < 0.01) months and significantly greater decrease in @OUTCOME$ at one (85% vs 15%, P = 0.02) and two (95% vs 77%.	0
Results When comparing the two test groups at the end of the trial (16 weeks) there was no significant difference in any of the main outcome variables but owners of dogs that had taken fish oil were significantly @OUTCOME$ with the treatment at the end visit and did @SIGNIFICANCE$ better at guessing what group their dogs had been in, compared to the placebo group.	0
Results The essential oil mouthwash with ethanol shows a better @OUTCOME$ in 3-days than the mouthwash test with only essential oil in the whole mouth (plaque index = 2.18 against 2.46, respectively, p < 0.05); for the lower jaw (plaque index = 2.28 against 2.57, respectively, p < 0.05); for the upper jaw (plaque index = 2.08 against 2.35, respectively, p < 0.05); for the incisors (plaque index = 1.93 against 2.27, respectively, @SIGNIFICANCE$); and the canines (plaque index = 1.99 against 2.47, respectively, p < 0.05).	0
There were also significantly better values for mean ± SD percent predicted values for a) @OUTCOME$ , 80.23 ± 21.21 vs 69.51 ± 28.97; @SIGNIFICANCE$), b) forced vital capacity (FVC, 83.78 ± 19.37 vs 69.84 ± 27.40; P = 0.019), c) FEV 1 /FVC (96.14 ± 13.79 vs 87.92 ± 19.77; P = 0.033), and d) TLC (93.33 ± 18.21 vs 76.10 ± 21.84; P < 0.001).	1
In the TA group, we observed a significant reduction in the incidence of VS ( @SIGNIFICANCE$), @OUTCOME$ ( P = 0.029), and time on mechanical ventilation ( P = 0.018).	0
Conclusions This study demonstrated a trend towards lower limb injury prevention with a @SIGNIFICANCE$ reduction in @OUTCOME$ and weeks missed due to non-contact knee injuries through the addition of a sports chiropractic intervention to the current best practice management.	1
Results At week 6, the gum-group experienced a reduction in @OUTCOME$ whilst the tablet-group experienced an increase with mean changes of -0.14 and +0.12 respectively, (@SIGNIFICANCE$, ANCOVA).	1
However, treated children had significantly less pain experience (P = 0.006) (OR 0.09, [0.01-0.51]) and higher @OUTCOME$ (@SIGNIFICANCE$) (OR 9.91, [2.68-36.51]) compared to controls.	1
All groups showed significant improvement in @OUTCOME$ (@SIGNIFICANCE$) and degree of help needed to perform the task: minimal assistance to supervision (CG) and independent performance (EG1+2).	1
Conclusion Children with autism who received hyperbaric treatment at 1.3 atm and 24% oxygen for 40 hourly sessions had @SIGNIFICANCE$ improvements in overall functioning, @OUTCOME$, social interaction, eye contact, and sensory/cognitive awareness compared to children who received slightly pressurized room air.	1
Results Comparing the pretest and intervention periods, the meditation group exhibited a mean decrease of 6.4 @OUTCOME$ compared to an increase of 4.8 in the control group (@SIGNIFICANCE$).	1
Although not statistically significant, a lower @OUTCOME$ was observed with misoprostol (7.5% vs 13.3%, p > 0.05) but with the disadvantage of higher abnormal fetal heart rate (FHR) tracings (22.5% vs 12%, @SIGNIFICANCE$).	0
@OUTCOME$ (31.0% tigecycline, 24.8% IMI/CIS [ @SIGNIFICANCE$]), vomiting (25.7% tigecycline, 19.4% IMI/CIS [ P = 0.037]), and diarrhea (21.3% tigecycline, 18.9% IMI/CIS [ P = 0.435]) were the most frequently reported adverse events.	1
@OUTCOME$ (31.0% tigecycline, 24.8% IMI/CIS [ P = 0.052]), vomiting (25.7% tigecycline, 19.4% IMI/CIS [ P = 0.037]), and diarrhea (21.3% tigecycline, 18.9% IMI/CIS [ @SIGNIFICANCE$]) were the most frequently reported adverse events.	0
In multivariate analysis, HIV infection (OR 4.1; 95%CI 2.2-7.8; P < 0.001) was associated with hypochlorhydria, but @OUTCOME$ (OR 0.16; 0.04-0.67; P = 0.01) and allocation to micronutrient supplementation (OR 0.53; 0.28-0.99; @SIGNIFICANCE$) were protective.	0
Paracetamol was @SIGNIFICANCE$ more effective than placebo in the SPID of children and parents ( P < 0.05) but not in @OUTCOME$, 1 hour after drug administration.	0
@OUTCOME$ was 16 ± 4 weeks in the L. GG group and 12 ± 4.3 weeks in the placebo group (@SIGNIFICANCE$).	1
Assessment of the progression of emphysema in the apical, middle and basal regions of the lung by measurement with PD15 showed that @OUTCOME$ (1.722 g/L, @SIGNIFICANCE$).	1
There were no differences between the groups in the intention to treat (ITT) analyses on @OUTCOME$ (mean difference = 0.08, 95% CI −0.44, 0.59, p = 0.760) or satisfaction (mean difference = 0.24, 95% CI −1.85, 2.32, @SIGNIFICANCE$), and no statistically significant differences between the groups in the per protocol (PP, n = 58) analyses on alliance (mean difference = 0.32, 95% CI −0.84, 3.16, p = 0.137) or satisfaction (mean difference = 1.16, 95% CI −0.84, 3.16, p = 0.248) six weeks after the treatment started.	0
